Year,State,Ag District,Ag District Code,County,Value
1997,ILLINOIS,WEST,30,HENDERSON,51.5
1996,ILLINOIS,WEST,30,HENDERSON,49
1995,ILLINOIS,WEST,30,HENDERSON,42
1994,ILLINOIS,WEST,30,HENDERSON,54.5
1993,ILLINOIS,WEST,30,HENDERSON,45.5
1992,ILLINOIS,WEST,30,HENDERSON,45
1991,ILLINOIS,WEST,30,HENDERSON,50
1990,ILLINOIS,WEST,30,HENDERSON,43.5
1989,ILLINOIS,WEST,30,HENDERSON,36
1988,ILLINOIS,WEST,30,HENDERSON,32.5
1987,ILLINOIS,WEST,30,HENDERSON,40
1986,ILLINOIS,WEST,30,HENDERSON,43
1985,ILLINOIS,WEST,30,HENDERSON,42
1984,ILLINOIS,WEST,30,HENDERSON,36
1983,ILLINOIS,WEST,30,HENDERSON,33.5
1982,ILLINOIS,WEST,30,HENDERSON,40
1981,ILLINOIS,WEST,30,HENDERSON,39
1980,ILLINOIS,WEST,30,HENDERSON,35.5
2022,ILLINOIS,NORTHWEST,10,HENRY,66.8
2021,ILLINOIS,NORTHWEST,10,HENRY,68.1
2020,ILLINOIS,NORTHWEST,10,HENRY,62.3
2019,ILLINOIS,NORTHWEST,10,HENRY,52.6
2018,ILLINOIS,NORTHWEST,10,HENRY,63.2
2017,ILLINOIS,NORTHWEST,10,HENRY,58.9
2016,ILLINOIS,NORTHWEST,10,HENRY,61.4
2015,ILLINOIS,NORTHWEST,10,HENRY,59.4
2014,ILLINOIS,NORTHWEST,10,HENRY,57.2
2013,ILLINOIS,NORTHWEST,10,HENRY,55.2
2012,ILLINOIS,NORTHWEST,10,HENRY,50.9
2011,ILLINOIS,NORTHWEST,10,HENRY,60.6
2010,ILLINOIS,NORTHWEST,10,HENRY,56.6
2009,ILLINOIS,NORTHWEST,10,HENRY,47
2008,ILLINOIS,NORTHWEST,10,HENRY,49
2007,ILLINOIS,NORTHWEST,10,HENRY,52
2006,ILLINOIS,NORTHWEST,10,HENRY,50
2005,ILLINOIS,NORTHWEST,10,HENRY,46
2004,ILLINOIS,NORTHWEST,10,HENRY,52
2003,ILLINOIS,NORTHWEST,10,HENRY,33
2002,ILLINOIS,NORTHWEST,10,HENRY,53
2001,ILLINOIS,NORTHWEST,10,HENRY,47
2000,ILLINOIS,NORTHWEST,10,HENRY,48
1999,ILLINOIS,NORTHWEST,10,HENRY,46
1998,ILLINOIS,NORTHWEST,10,HENRY,54
1997,ILLINOIS,NORTHWEST,10,HENRY,49
1996,ILLINOIS,NORTHWEST,10,HENRY,46.5
1995,ILLINOIS,NORTHWEST,10,HENRY,44.5
1994,ILLINOIS,NORTHWEST,10,HENRY,51
1993,ILLINOIS,NORTHWEST,10,HENRY,45
1992,ILLINOIS,NORTHWEST,10,HENRY,46
1991,ILLINOIS,NORTHWEST,10,HENRY,44.5
1990,ILLINOIS,NORTHWEST,10,HENRY,44
1989,ILLINOIS,NORTHWEST,10,HENRY,44
1988,ILLINOIS,NORTHWEST,10,HENRY,30
1987,ILLINOIS,NORTHWEST,10,HENRY,44
1986,ILLINOIS,NORTHWEST,10,HENRY,44.5
1985,ILLINOIS,NORTHWEST,10,HENRY,45.5
1984,ILLINOIS,NORTHWEST,10,HENRY,38
1983,ILLINOIS,NORTHWEST,10,HENRY,38
1982,ILLINOIS,NORTHWEST,10,HENRY,41
1981,ILLINOIS,NORTHWEST,10,HENRY,44
1980,ILLINOIS,NORTHWEST,10,HENRY,41
2022,ILLINOIS,EAST,50,IROQUOIS,63.8
2021,ILLINOIS,EAST,50,IROQUOIS,57.9
2020,ILLINOIS,EAST,50,IROQUOIS,60
2019,ILLINOIS,EAST,50,IROQUOIS,45.3
2018,ILLINOIS,EAST,50,IROQUOIS,55.3
2017,ILLINOIS,EAST,50,IROQUOIS,57.1
2016,ILLINOIS,EAST,50,IROQUOIS,59.1
2015,ILLINOIS,EAST,50,IROQUOIS,52.1
2014,ILLINOIS,EAST,50,IROQUOIS,57.1
2013,ILLINOIS,EAST,50,IROQUOIS,49.2
2012,ILLINOIS,EAST,50,IROQUOIS,44.7
2011,ILLINOIS,EAST,50,IROQUOIS,45
2010,ILLINOIS,EAST,50,IROQUOIS,46.1
2009,ILLINOIS,EAST,50,IROQUOIS,51
2008,ILLINOIS,EAST,50,IROQUOIS,47
2007,ILLINOIS,EAST,50,IROQUOIS,52
2006,ILLINOIS,EAST,50,IROQUOIS,50
2005,ILLINOIS,EAST,50,IROQUOIS,51
2004,ILLINOIS,EAST,50,IROQUOIS,49
2003,ILLINOIS,EAST,50,IROQUOIS,30
2002,ILLINOIS,EAST,50,IROQUOIS,52
2001,ILLINOIS,EAST,50,IROQUOIS,49
2000,ILLINOIS,EAST,50,IROQUOIS,44
1999,ILLINOIS,EAST,50,IROQUOIS,49
1998,ILLINOIS,EAST,50,IROQUOIS,42.5
1997,ILLINOIS,EAST,50,IROQUOIS,46.5
1996,ILLINOIS,EAST,50,IROQUOIS,42.5
1995,ILLINOIS,EAST,50,IROQUOIS,39.5
1994,ILLINOIS,EAST,50,IROQUOIS,48
1993,ILLINOIS,EAST,50,IROQUOIS,40.5
1992,ILLINOIS,EAST,50,IROQUOIS,45.5
1991,ILLINOIS,EAST,50,IROQUOIS,28.5
1990,ILLINOIS,EAST,50,IROQUOIS,43
1989,ILLINOIS,EAST,50,IROQUOIS,44
1988,ILLINOIS,EAST,50,IROQUOIS,21.5
1987,ILLINOIS,EAST,50,IROQUOIS,41
1986,ILLINOIS,EAST,50,IROQUOIS,35.5
1985,ILLINOIS,EAST,50,IROQUOIS,50
1984,ILLINOIS,EAST,50,IROQUOIS,34
1983,ILLINOIS,EAST,50,IROQUOIS,37.5
1982,ILLINOIS,EAST,50,IROQUOIS,42.5
1981,ILLINOIS,EAST,50,IROQUOIS,38.5
1980,ILLINOIS,EAST,50,IROQUOIS,34
2022,ILLINOIS,SOUTHWEST,80,JACKSON,51.1
2021,ILLINOIS,SOUTHWEST,80,JACKSON,49.9
2020,ILLINOIS,SOUTHWEST,80,JACKSON,52.2
2019,ILLINOIS,SOUTHWEST,80,JACKSON,39.6
2018,ILLINOIS,SOUTHWEST,80,JACKSON,48.9
2017,ILLINOIS,SOUTHWEST,80,JACKSON,50.1
2014,ILLINOIS,SOUTHWEST,80,JACKSON,46.9
2013,ILLINOIS,SOUTHWEST,80,JACKSON,39.5
2012,ILLINOIS,SOUTHWEST,80,JACKSON,32.2
2011,ILLINOIS,SOUTHWEST,80,JACKSON,34.6
2010,ILLINOIS,SOUTHWEST,80,JACKSON,41.6
2009,ILLINOIS,SOUTHWEST,80,JACKSON,44
2008,ILLINOIS,SOUTHWEST,80,JACKSON,43
2007,ILLINOIS,SOUTHWEST,80,JACKSON,33
2006,ILLINOIS,SOUTHWEST,80,JACKSON,41
2005,ILLINOIS,SOUTHWEST,80,JACKSON,42
2004,ILLINOIS,SOUTHWEST,80,JACKSON,42
2003,ILLINOIS,SOUTHWEST,80,JACKSON,35
2002,ILLINOIS,SOUTHWEST,80,JACKSON,28
2001,ILLINOIS,SOUTHWEST,80,JACKSON,42
2000,ILLINOIS,SOUTHWEST,80,JACKSON,39
1999,ILLINOIS,SOUTHWEST,80,JACKSON,30
1998,ILLINOIS,SOUTHWEST,80,JACKSON,32
1997,ILLINOIS,SOUTHWEST,80,JACKSON,32
1996,ILLINOIS,SOUTHWEST,80,JACKSON,31
1995,ILLINOIS,SOUTHWEST,80,JACKSON,27.5
1994,ILLINOIS,SOUTHWEST,80,JACKSON,38.5
1993,ILLINOIS,SOUTHWEST,80,JACKSON,35
1992,ILLINOIS,SOUTHWEST,80,JACKSON,34
1991,ILLINOIS,SOUTHWEST,80,JACKSON,29.5
1990,ILLINOIS,SOUTHWEST,80,JACKSON,32
1989,ILLINOIS,SOUTHWEST,80,JACKSON,29
1988,ILLINOIS,SOUTHWEST,80,JACKSON,26
1987,ILLINOIS,SOUTHWEST,80,JACKSON,31.5
1986,ILLINOIS,SOUTHWEST,80,JACKSON,34
1985,ILLINOIS,SOUTHWEST,80,JACKSON,28
1984,ILLINOIS,SOUTHWEST,80,JACKSON,27
1983,ILLINOIS,SOUTHWEST,80,JACKSON,21
1982,ILLINOIS,SOUTHWEST,80,JACKSON,32
1981,ILLINOIS,SOUTHWEST,80,JACKSON,28.5
1980,ILLINOIS,SOUTHWEST,80,JACKSON,23.5
2022,ILLINOIS,EAST SOUTHEAST,70,JASPER,55.8
2020,ILLINOIS,EAST SOUTHEAST,70,JASPER,54.5
2019,ILLINOIS,EAST SOUTHEAST,70,JASPER,53.9
2018,ILLINOIS,EAST SOUTHEAST,70,JASPER,60.7
2017,ILLINOIS,EAST SOUTHEAST,70,JASPER,54.6
2016,ILLINOIS,EAST SOUTHEAST,70,JASPER,58.1
2015,ILLINOIS,EAST SOUTHEAST,70,JASPER,53.1
2014,ILLINOIS,EAST SOUTHEAST,70,JASPER,55.3
2013,ILLINOIS,EAST SOUTHEAST,70,JASPER,41.1
2012,ILLINOIS,EAST SOUTHEAST,70,JASPER,39.3
2011,ILLINOIS,EAST SOUTHEAST,70,JASPER,41.9
2010,ILLINOIS,EAST SOUTHEAST,70,JASPER,46.7
2009,ILLINOIS,EAST SOUTHEAST,70,JASPER,35
2008,ILLINOIS,EAST SOUTHEAST,70,JASPER,44
2007,ILLINOIS,EAST SOUTHEAST,70,JASPER,39
2006,ILLINOIS,EAST SOUTHEAST,70,JASPER,48
2005,ILLINOIS,EAST SOUTHEAST,70,JASPER,43
2004,ILLINOIS,EAST SOUTHEAST,70,JASPER,51
2003,ILLINOIS,EAST SOUTHEAST,70,JASPER,41
2002,ILLINOIS,EAST SOUTHEAST,70,JASPER,34
2001,ILLINOIS,EAST SOUTHEAST,70,JASPER,44
2000,ILLINOIS,EAST SOUTHEAST,70,JASPER,43
1999,ILLINOIS,EAST SOUTHEAST,70,JASPER,33
1998,ILLINOIS,EAST SOUTHEAST,70,JASPER,37
1997,ILLINOIS,EAST SOUTHEAST,70,JASPER,40.5
1996,ILLINOIS,EAST SOUTHEAST,70,JASPER,35.5
1995,ILLINOIS,EAST SOUTHEAST,70,JASPER,35
1994,ILLINOIS,EAST SOUTHEAST,70,JASPER,41
1993,ILLINOIS,EAST SOUTHEAST,70,JASPER,39
1992,ILLINOIS,EAST SOUTHEAST,70,JASPER,42.5
1991,ILLINOIS,EAST SOUTHEAST,70,JASPER,29.5
1990,ILLINOIS,EAST SOUTHEAST,70,JASPER,33
1989,ILLINOIS,EAST SOUTHEAST,70,JASPER,35
1988,ILLINOIS,EAST SOUTHEAST,70,JASPER,26
1987,ILLINOIS,EAST SOUTHEAST,70,JASPER,35
1986,ILLINOIS,EAST SOUTHEAST,70,JASPER,40
1985,ILLINOIS,EAST SOUTHEAST,70,JASPER,37.5
1984,ILLINOIS,EAST SOUTHEAST,70,JASPER,28
1983,ILLINOIS,EAST SOUTHEAST,70,JASPER,18
1982,ILLINOIS,EAST SOUTHEAST,70,JASPER,35.5
1981,ILLINOIS,EAST SOUTHEAST,70,JASPER,34.5
1980,ILLINOIS,EAST SOUTHEAST,70,JASPER,35
2022,ILLINOIS,SOUTHEAST,90,JEFFERSON,48.1
2021,ILLINOIS,SOUTHEAST,90,JEFFERSON,47.7
2020,ILLINOIS,SOUTHEAST,90,JEFFERSON,47.6
2019,ILLINOIS,SOUTHEAST,90,JEFFERSON,37.4
2018,ILLINOIS,SOUTHEAST,90,JEFFERSON,51.4
2017,ILLINOIS,SOUTHEAST,90,JEFFERSON,40.9
2016,ILLINOIS,SOUTHEAST,90,JEFFERSON,48.4
2015,ILLINOIS,SOUTHEAST,90,JEFFERSON,42.1
2014,ILLINOIS,SOUTHEAST,90,JEFFERSON,45.5
2013,ILLINOIS,SOUTHEAST,90,JEFFERSON,38.6
2012,ILLINOIS,SOUTHEAST,90,JEFFERSON,27
2011,ILLINOIS,SOUTHEAST,90,JEFFERSON,29
2010,ILLINOIS,SOUTHEAST,90,JEFFERSON,39.9
2009,ILLINOIS,SOUTHEAST,90,JEFFERSON,32
2008,ILLINOIS,SOUTHEAST,90,JEFFERSON,40
2007,ILLINOIS,SOUTHEAST,90,JEFFERSON,20
2006,ILLINOIS,SOUTHEAST,90,JEFFERSON,38
2005,ILLINOIS,SOUTHEAST,90,JEFFERSON,40
2004,ILLINOIS,SOUTHEAST,90,JEFFERSON,41
2003,ILLINOIS,SOUTHEAST,90,JEFFERSON,24
2002,ILLINOIS,SOUTHEAST,90,JEFFERSON,24
2001,ILLINOIS,SOUTHEAST,90,JEFFERSON,39
2000,ILLINOIS,SOUTHEAST,90,JEFFERSON,38
1999,ILLINOIS,SOUTHEAST,90,JEFFERSON,29
1998,ILLINOIS,SOUTHEAST,90,JEFFERSON,33
1997,ILLINOIS,SOUTHEAST,90,JEFFERSON,38
1996,ILLINOIS,SOUTHEAST,90,JEFFERSON,32
1995,ILLINOIS,SOUTHEAST,90,JEFFERSON,28.5
1994,ILLINOIS,SOUTHEAST,90,JEFFERSON,35.5
1993,ILLINOIS,SOUTHEAST,90,JEFFERSON,35
1992,ILLINOIS,SOUTHEAST,90,JEFFERSON,31
1991,ILLINOIS,SOUTHEAST,90,JEFFERSON,28.5
1990,ILLINOIS,SOUTHEAST,90,JEFFERSON,24
1989,ILLINOIS,SOUTHEAST,90,JEFFERSON,26.5
1988,ILLINOIS,SOUTHEAST,90,JEFFERSON,23
1987,ILLINOIS,SOUTHEAST,90,JEFFERSON,29
1986,ILLINOIS,SOUTHEAST,90,JEFFERSON,29.5
1985,ILLINOIS,SOUTHEAST,90,JEFFERSON,27
1984,ILLINOIS,SOUTHEAST,90,JEFFERSON,19
1983,ILLINOIS,SOUTHEAST,90,JEFFERSON,14
1982,ILLINOIS,SOUTHEAST,90,JEFFERSON,27.5
1981,ILLINOIS,SOUTHEAST,90,JEFFERSON,27
1980,ILLINOIS,SOUTHEAST,90,JEFFERSON,21
2022,ILLINOIS,WEST SOUTHWEST,60,JERSEY,63.2
2020,ILLINOIS,WEST SOUTHWEST,60,JERSEY,65.3
2019,ILLINOIS,WEST SOUTHWEST,60,JERSEY,60.1
2017,ILLINOIS,WEST SOUTHWEST,60,JERSEY,56.9
2016,ILLINOIS,WEST SOUTHWEST,60,JERSEY,55.3
2015,ILLINOIS,WEST SOUTHWEST,60,JERSEY,53.7
2014,ILLINOIS,WEST SOUTHWEST,60,JERSEY,50.7
2013,ILLINOIS,WEST SOUTHWEST,60,JERSEY,52.3
2012,ILLINOIS,WEST SOUTHWEST,60,JERSEY,44.4
2011,ILLINOIS,WEST SOUTHWEST,60,JERSEY,46.7
2010,ILLINOIS,WEST SOUTHWEST,60,JERSEY,52.2
2009,ILLINOIS,WEST SOUTHWEST,60,JERSEY,43
2008,ILLINOIS,WEST SOUTHWEST,60,JERSEY,47
2007,ILLINOIS,WEST SOUTHWEST,60,JERSEY,38
2006,ILLINOIS,WEST SOUTHWEST,60,JERSEY,46
2005,ILLINOIS,WEST SOUTHWEST,60,JERSEY,42
2004,ILLINOIS,WEST SOUTHWEST,60,JERSEY,51
2003,ILLINOIS,WEST SOUTHWEST,60,JERSEY,39
2002,ILLINOIS,WEST SOUTHWEST,60,JERSEY,46
2001,ILLINOIS,WEST SOUTHWEST,60,JERSEY,43
2000,ILLINOIS,WEST SOUTHWEST,60,JERSEY,47
1999,ILLINOIS,WEST SOUTHWEST,60,JERSEY,39
1998,ILLINOIS,WEST SOUTHWEST,60,JERSEY,44
1997,ILLINOIS,WEST SOUTHWEST,60,JERSEY,39.5
1996,ILLINOIS,WEST SOUTHWEST,60,JERSEY,42.5
1995,ILLINOIS,WEST SOUTHWEST,60,JERSEY,38.5
1994,ILLINOIS,WEST SOUTHWEST,60,JERSEY,41
1993,ILLINOIS,WEST SOUTHWEST,60,JERSEY,43.5
1992,ILLINOIS,WEST SOUTHWEST,60,JERSEY,41
1991,ILLINOIS,WEST SOUTHWEST,60,JERSEY,39
1990,ILLINOIS,WEST SOUTHWEST,60,JERSEY,35
1989,ILLINOIS,WEST SOUTHWEST,60,JERSEY,36.5
1988,ILLINOIS,WEST SOUTHWEST,60,JERSEY,29
1987,ILLINOIS,WEST SOUTHWEST,60,JERSEY,37
1986,ILLINOIS,WEST SOUTHWEST,60,JERSEY,37
1985,ILLINOIS,WEST SOUTHWEST,60,JERSEY,40.5
1984,ILLINOIS,WEST SOUTHWEST,60,JERSEY,25.5
1983,ILLINOIS,WEST SOUTHWEST,60,JERSEY,23
1982,ILLINOIS,WEST SOUTHWEST,60,JERSEY,40.5
1981,ILLINOIS,WEST SOUTHWEST,60,JERSEY,39
1980,ILLINOIS,WEST SOUTHWEST,60,JERSEY,28.5
2022,ILLINOIS,NORTHWEST,10,JO DAVIESS,62.6
2021,ILLINOIS,NORTHWEST,10,JO DAVIESS,58.7
2020,ILLINOIS,NORTHWEST,10,JO DAVIESS,59.1
2019,ILLINOIS,NORTHWEST,10,JO DAVIESS,55.6
2017,ILLINOIS,NORTHWEST,10,JO DAVIESS,53.4
2016,ILLINOIS,NORTHWEST,10,JO DAVIESS,60.6
2015,ILLINOIS,NORTHWEST,10,JO DAVIESS,55.3
2014,ILLINOIS,NORTHWEST,10,JO DAVIESS,55.8
2013,ILLINOIS,NORTHWEST,10,JO DAVIESS,49.7
2012,ILLINOIS,NORTHWEST,10,JO DAVIESS,35.5
2011,ILLINOIS,NORTHWEST,10,JO DAVIESS,60.9
2010,ILLINOIS,NORTHWEST,10,JO DAVIESS,55.1
2009,ILLINOIS,NORTHWEST,10,JO DAVIESS,46
2008,ILLINOIS,NORTHWEST,10,JO DAVIESS,43
2007,ILLINOIS,NORTHWEST,10,JO DAVIESS,53
2006,ILLINOIS,NORTHWEST,10,JO DAVIESS,54
2005,ILLINOIS,NORTHWEST,10,JO DAVIESS,53
2004,ILLINOIS,NORTHWEST,10,JO DAVIESS,52
2003,ILLINOIS,NORTHWEST,10,JO DAVIESS,26
2002,ILLINOIS,NORTHWEST,10,JO DAVIESS,53
2001,ILLINOIS,NORTHWEST,10,JO DAVIESS,49
2000,ILLINOIS,NORTHWEST,10,JO DAVIESS,48
1999,ILLINOIS,NORTHWEST,10,JO DAVIESS,53
1998,ILLINOIS,NORTHWEST,10,JO DAVIESS,57
1997,ILLINOIS,NORTHWEST,10,JO DAVIESS,49.5
1996,ILLINOIS,NORTHWEST,10,JO DAVIESS,46.5
1995,ILLINOIS,NORTHWEST,10,JO DAVIESS,51
1994,ILLINOIS,NORTHWEST,10,JO DAVIESS,50.5
1993,ILLINOIS,NORTHWEST,10,JO DAVIESS,34.5
1992,ILLINOIS,NORTHWEST,10,JO DAVIESS,40.5
1991,ILLINOIS,NORTHWEST,10,JO DAVIESS,53.5
1990,ILLINOIS,NORTHWEST,10,JO DAVIESS,44.5
1989,ILLINOIS,NORTHWEST,10,JO DAVIESS,40.5
1988,ILLINOIS,NORTHWEST,10,JO DAVIESS,28
1987,ILLINOIS,NORTHWEST,10,JO DAVIESS,44
1986,ILLINOIS,NORTHWEST,10,JO DAVIESS,36.5
1985,ILLINOIS,NORTHWEST,10,JO DAVIESS,40.5
1984,ILLINOIS,NORTHWEST,10,JO DAVIESS,33.5
1983,ILLINOIS,NORTHWEST,10,JO DAVIESS,38
1982,ILLINOIS,NORTHWEST,10,JO DAVIESS,38
1981,ILLINOIS,NORTHWEST,10,JO DAVIESS,36.5
1980,ILLINOIS,NORTHWEST,10,JO DAVIESS,38
2022,ILLINOIS,NORTHEAST,20,KANE,64.4
2021,ILLINOIS,NORTHEAST,20,KANE,67.7
2020,ILLINOIS,NORTHEAST,20,KANE,56
2019,ILLINOIS,NORTHEAST,20,KANE,50.3
2018,ILLINOIS,NORTHEAST,20,KANE,58.9
2017,ILLINOIS,NORTHEAST,20,KANE,53.6
2016,ILLINOIS,NORTHEAST,20,KANE,64.5
2015,ILLINOIS,NORTHEAST,20,KANE,57.4
2014,ILLINOIS,NORTHEAST,20,KANE,57.1
2013,ILLINOIS,NORTHEAST,20,KANE,57
2012,ILLINOIS,NORTHEAST,20,KANE,46.5
2011,ILLINOIS,NORTHEAST,20,KANE,57.5
2010,ILLINOIS,NORTHEAST,20,KANE,56.8
2009,ILLINOIS,NORTHEAST,20,KANE,44
2008,ILLINOIS,NORTHEAST,20,KANE,44
2007,ILLINOIS,NORTHEAST,20,KANE,50
2006,ILLINOIS,NORTHEAST,20,KANE,53
2005,ILLINOIS,NORTHEAST,20,KANE,41
2004,ILLINOIS,NORTHEAST,20,KANE,47
2003,ILLINOIS,NORTHEAST,20,KANE,36
2002,ILLINOIS,NORTHEAST,20,KANE,41
2001,ILLINOIS,NORTHEAST,20,KANE,41
2000,ILLINOIS,NORTHEAST,20,KANE,39
1999,ILLINOIS,NORTHEAST,20,KANE,48
1998,ILLINOIS,NORTHEAST,20,KANE,51.5
1997,ILLINOIS,NORTHEAST,20,KANE,46
1996,ILLINOIS,NORTHEAST,20,KANE,35
1995,ILLINOIS,NORTHEAST,20,KANE,46.5
1994,ILLINOIS,NORTHEAST,20,KANE,51
1993,ILLINOIS,NORTHEAST,20,KANE,41
1992,ILLINOIS,NORTHEAST,20,KANE,42
1991,ILLINOIS,NORTHEAST,20,KANE,42.5
1990,ILLINOIS,NORTHEAST,20,KANE,43.5
1989,ILLINOIS,NORTHEAST,20,KANE,42.5
1988,ILLINOIS,NORTHEAST,20,KANE,35.5
1987,ILLINOIS,NORTHEAST,20,KANE,46
1986,ILLINOIS,NORTHEAST,20,KANE,38
1985,ILLINOIS,NORTHEAST,20,KANE,42
1984,ILLINOIS,NORTHEAST,20,KANE,33.5
1983,ILLINOIS,NORTHEAST,20,KANE,38
1982,ILLINOIS,NORTHEAST,20,KANE,39
1981,ILLINOIS,NORTHEAST,20,KANE,42.5
1980,ILLINOIS,NORTHEAST,20,KANE,40
2022,ILLINOIS,EAST,50,KANKAKEE,59.7
2021,ILLINOIS,EAST,50,KANKAKEE,61.7
2020,ILLINOIS,EAST,50,KANKAKEE,54.8
2019,ILLINOIS,EAST,50,KANKAKEE,52.3
2018,ILLINOIS,EAST,50,KANKAKEE,54.2
2017,ILLINOIS,EAST,50,KANKAKEE,52.2
2016,ILLINOIS,EAST,50,KANKAKEE,55.8
2015,ILLINOIS,EAST,50,KANKAKEE,45.6
2014,ILLINOIS,EAST,50,KANKAKEE,53.5
2013,ILLINOIS,EAST,50,KANKAKEE,47
2012,ILLINOIS,EAST,50,KANKAKEE,43.8
2011,ILLINOIS,EAST,50,KANKAKEE,48.1
2010,ILLINOIS,EAST,50,KANKAKEE,45.1
2009,ILLINOIS,EAST,50,KANKAKEE,46
2008,ILLINOIS,EAST,50,KANKAKEE,47
2007,ILLINOIS,EAST,50,KANKAKEE,52
2006,ILLINOIS,EAST,50,KANKAKEE,47
2005,ILLINOIS,EAST,50,KANKAKEE,44
2004,ILLINOIS,EAST,50,KANKAKEE,49
2003,ILLINOIS,EAST,50,KANKAKEE,33
2002,ILLINOIS,EAST,50,KANKAKEE,42
2001,ILLINOIS,EAST,50,KANKAKEE,44
2000,ILLINOIS,EAST,50,KANKAKEE,44
1999,ILLINOIS,EAST,50,KANKAKEE,39
1998,ILLINOIS,EAST,50,KANKAKEE,45
1997,ILLINOIS,EAST,50,KANKAKEE,44.5
1996,ILLINOIS,EAST,50,KANKAKEE,35.5
1995,ILLINOIS,EAST,50,KANKAKEE,38.5
1994,ILLINOIS,EAST,50,KANKAKEE,44.5
1993,ILLINOIS,EAST,50,KANKAKEE,41.5
1992,ILLINOIS,EAST,50,KANKAKEE,43.5
1991,ILLINOIS,EAST,50,KANKAKEE,26
1990,ILLINOIS,EAST,50,KANKAKEE,43
1989,ILLINOIS,EAST,50,KANKAKEE,42.5
1988,ILLINOIS,EAST,50,KANKAKEE,17.5
1987,ILLINOIS,EAST,50,KANKAKEE,39.5
1986,ILLINOIS,EAST,50,KANKAKEE,37.5
1985,ILLINOIS,EAST,50,KANKAKEE,44
1984,ILLINOIS,EAST,50,KANKAKEE,29
1983,ILLINOIS,EAST,50,KANKAKEE,38
1982,ILLINOIS,EAST,50,KANKAKEE,39.5
1981,ILLINOIS,EAST,50,KANKAKEE,40
1980,ILLINOIS,EAST,50,KANKAKEE,35
2021,ILLINOIS,NORTHEAST,20,KENDALL,66.3
2020,ILLINOIS,NORTHEAST,20,KENDALL,57.5
2019,ILLINOIS,NORTHEAST,20,KENDALL,57.4
2018,ILLINOIS,NORTHEAST,20,KENDALL,60.8
2017,ILLINOIS,NORTHEAST,20,KENDALL,58.9
2013,ILLINOIS,NORTHEAST,20,KENDALL,51.8
2012,ILLINOIS,NORTHEAST,20,KENDALL,43.5
2011,ILLINOIS,NORTHEAST,20,KENDALL,54.4
2010,ILLINOIS,NORTHEAST,20,KENDALL,51.7
2009,ILLINOIS,NORTHEAST,20,KENDALL,47
2008,ILLINOIS,NORTHEAST,20,KENDALL,47
2007,ILLINOIS,NORTHEAST,20,KENDALL,50
2006,ILLINOIS,NORTHEAST,20,KENDALL,53
2005,ILLINOIS,NORTHEAST,20,KENDALL,41
2004,ILLINOIS,NORTHEAST,20,KENDALL,52
2003,ILLINOIS,NORTHEAST,20,KENDALL,35
2002,ILLINOIS,NORTHEAST,20,KENDALL,38
2001,ILLINOIS,NORTHEAST,20,KENDALL,42
2000,ILLINOIS,NORTHEAST,20,KENDALL,41
1999,ILLINOIS,NORTHEAST,20,KENDALL,45
1998,ILLINOIS,NORTHEAST,20,KENDALL,52
1997,ILLINOIS,NORTHEAST,20,KENDALL,40.5
1996,ILLINOIS,NORTHEAST,20,KENDALL,34.5
1995,ILLINOIS,NORTHEAST,20,KENDALL,41
1994,ILLINOIS,NORTHEAST,20,KENDALL,50.5
1993,ILLINOIS,NORTHEAST,20,KENDALL,47
1992,ILLINOIS,NORTHEAST,20,KENDALL,46.5
1991,ILLINOIS,NORTHEAST,20,KENDALL,30
1990,ILLINOIS,NORTHEAST,20,KENDALL,42.5
1989,ILLINOIS,NORTHEAST,20,KENDALL,44.5
1988,ILLINOIS,NORTHEAST,20,KENDALL,32.5
1987,ILLINOIS,NORTHEAST,20,KENDALL,44
1986,ILLINOIS,NORTHEAST,20,KENDALL,37.5
1985,ILLINOIS,NORTHEAST,20,KENDALL,40.5
1984,ILLINOIS,NORTHEAST,20,KENDALL,27
1983,ILLINOIS,NORTHEAST,20,KENDALL,37
1982,ILLINOIS,NORTHEAST,20,KENDALL,39
1981,ILLINOIS,NORTHEAST,20,KENDALL,42
1980,ILLINOIS,NORTHEAST,20,KENDALL,38.5
2022,ILLINOIS,WEST,30,KNOX,67
2021,ILLINOIS,WEST,30,KNOX,68.4
2020,ILLINOIS,WEST,30,KNOX,63.9
2019,ILLINOIS,WEST,30,KNOX,55.9
2018,ILLINOIS,WEST,30,KNOX,64.1
2017,ILLINOIS,WEST,30,KNOX,63.7
2016,ILLINOIS,WEST,30,KNOX,63.6
2015,ILLINOIS,WEST,30,KNOX,63.2
2014,ILLINOIS,WEST,30,KNOX,57.1
2013,ILLINOIS,WEST,30,KNOX,56.6
2012,ILLINOIS,WEST,30,KNOX,55.9
2011,ILLINOIS,WEST,30,KNOX,61.9
2010,ILLINOIS,WEST,30,KNOX,58.7
2009,ILLINOIS,WEST,30,KNOX,47
2008,ILLINOIS,WEST,30,KNOX,53
2007,ILLINOIS,WEST,30,KNOX,51
2006,ILLINOIS,WEST,30,KNOX,50
2005,ILLINOIS,WEST,30,KNOX,45
2004,ILLINOIS,WEST,30,KNOX,55
2003,ILLINOIS,WEST,30,KNOX,39
2002,ILLINOIS,WEST,30,KNOX,51
2001,ILLINOIS,WEST,30,KNOX,48
2000,ILLINOIS,WEST,30,KNOX,48
1999,ILLINOIS,WEST,30,KNOX,50
1998,ILLINOIS,WEST,30,KNOX,54.5
